unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT
1.61784E+12,4-8-2021,XRP-USDT,0.91544,1.07294,0.90128,1.05599,1232242484,1202251447
1.61775E+12,4-7-2021,XRP-USDT,1.09666,1.10882,0.856,0.91542,2128341584,2057878538
1.61767E+12,4-6-2021,XRP-USDT,0.91584,1.119,0.7931,1.09663,4053245753,3956999210
1.61758E+12,4-5-2021,XRP-USDT,0.63501,0.93999,0.6194,0.91584,3325470561,2594712865
1.61749E+12,4-4-2021,XRP-USDT,0.57836,0.63599,0.56591,0.635,664457346.2,398033638.9
1.61741E+12,4-3-2021,XRP-USDT,0.60701,0.64262,0.573,0.57831,991064844.8,610941357.4
1.61732E+12,4-2-2021,XRP-USDT,0.57061,0.61,0.56522,0.60701,800475396.4,469092621.7
1.61724E+12,4-1-2021,XRP-USDT,0.5698,0.59555,0.54864,0.57087,710919375,403620336
1.61715E+12,3-31-2021,XRP-USDT,0.56207,0.57682,0.52624,0.56982,666984204.3,368338400
1.61706E+12,3-30-2021,XRP-USDT,0.56528,0.588,0.55903,0.5621,574769642.5,328603814.1
1.61698E+12,3-29-2021,XRP-USDT,0.5455,0.57082,0.54317,0.56538,534252547.3,299295436.4
1.61689E+12,3-28-2021,XRP-USDT,0.54735,0.56075,0.53879,0.54552,341522011.5,187521498.1
1.6168E+12,3-27-2021,XRP-USDT,0.56348,0.57464,0.5342,0.54752,455498717.7,252238439.3
1.61672E+12,3-26-2021,XRP-USDT,0.51034,0.57689,0.50999,0.56357,737749968.5,403613462.4
1.61663E+12,3-25-2021,XRP-USDT,0.48022,0.5248,0.454,0.51058,914285330.6,451595543.2
1.61654E+12,3-24-2021,XRP-USDT,0.54945,0.56302,0.45212,0.48021,894167588.1,467418386.2
1.61646E+12,3-23-2021,XRP-USDT,0.54403,0.59638,0.5378,0.5498,1094151403,620265578.7
1.61637E+12,3-22-2021,XRP-USDT,0.51661,0.6,0.50082,0.5441,1648699048,922895186.8
1.61628E+12,3-21-2021,XRP-USDT,0.52584,0.54691,0.49508,0.51651,879573341.3,452720932.9
1.6162E+12,3-20-2021,XRP-USDT,0.4665,0.54999,0.46424,0.52613,1164006495,589598402.9
1.61611E+12,3-19-2021,XRP-USDT,0.46899,0.47536,0.45848,0.46651,336947303.5,158130280.8
1.61603E+12,3-18-2021,XRP-USDT,0.46993,0.4905,0.46558,0.46893,555296456.6,263757843.9
1.61594E+12,3-17-2021,XRP-USDT,0.46037,0.48245,0.45317,0.4698,564997453.7,263902659.5
1.61585E+12,3-16-2021,XRP-USDT,0.43566,0.52221,0.42723,0.46024,1446818354,683407174.2
1.61577E+12,3-15-2021,XRP-USDT,0.439,0.44815,0.42268,0.43574,531041051.9,232012451.4
1.61568E+12,3-14-2021,XRP-USDT,0.45786,0.46155,0.43857,0.43905,415693265.6,186867219.5
1.61559E+12,3-13-2021,XRP-USDT,0.43934,0.46646,0.43205,0.45787,547809975.2,246625018.9
1.61551E+12,3-12-2021,XRP-USDT,0.45187,0.46488,0.42205,0.43934,665250842.7,296752184.5
1.61542E+12,3-11-2021,XRP-USDT,0.4617,0.46427,0.44058,0.45187,535040848.2,242133628.2
1.61533E+12,3-10-2021,XRP-USDT,0.48481,0.4887,0.4545,0.46155,597205849.7,279457488
1.61525E+12,3-9-2021,XRP-USDT,0.47413,0.48736,0.471,0.4849,495494329,237676409
1.61516E+12,3-8-2021,XRP-USDT,0.46579,0.48987,0.45505,0.47412,680852595.9,321518987.2
1.61508E+12,3-7-2021,XRP-USDT,0.46292,0.4689,0.45641,0.46558,325973214.9,151093370.7
1.61499E+12,3-6-2021,XRP-USDT,0.45441,0.4765,0.44901,0.46285,365972027.5,168337881.6
1.6149E+12,3-5-2021,XRP-USDT,0.4812,0.48488,0.44575,0.45457,751282004.7,344230596.1
1.61482E+12,3-4-2021,XRP-USDT,0.44841,0.49449,0.43411,0.48096,1244989352,576276593.9
1.61473E+12,3-3-2021,XRP-USDT,0.43572,0.46869,0.43011,0.44846,642007609,288542355.5
1.61464E+12,3-2-2021,XRP-USDT,0.44537,0.45532,0.42159,0.4357,645438020,282458415.5
1.61456E+12,3-1-2021,XRP-USDT,0.4157,0.454,0.41207,0.44537,600649056.6,259430312.5
1.61447E+12,2-28-2021,XRP-USDT,0.43586,0.43876,0.39268,0.41565,674797992.8,279171271.5
1.61438E+12,2-27-2021,XRP-USDT,0.42794,0.45945,0.42681,0.43589,612147484.8,270371729.8
1.6143E+12,2-26-2021,XRP-USDT,0.43599,0.45067,0.41111,0.42788,908467259.5,390947843.3
1.61421E+12,2-25-2021,XRP-USDT,0.46864,0.48233,0.4244,0.43601,709823716.2,329847166.3
1.61412E+12,2-24-2021,XRP-USDT,0.4758,0.49999,0.4512,0.4686,984714285.4,471927159.8
1.61404E+12,2-23-2021,XRP-USDT,0.56637,0.57172,0.365,0.47579,2563543340,1207887539
1.61395E+12,2-22-2021,XRP-USDT,0.54468,0.65155,0.51,0.56646,3572076523,2066191523
1.61387E+12,2-21-2021,XRP-USDT,0.5115,0.55858,0.50311,0.54468,1017475385,542004027.4
1.61378E+12,2-20-2021,XRP-USDT,0.56478,0.58235,0.47231,0.51167,1247480282,679894672.3
1.61369E+12,2-19-2021,XRP-USDT,0.53217,0.58195,0.5131,0.56465,1130348604,621007938.4
1.61361E+12,2-18-2021,XRP-USDT,0.5346,0.55995,0.51901,0.53204,761631484.1,410813120.5
1.61352E+12,2-17-2021,XRP-USDT,0.5198,0.55751,0.49336,0.53467,908599648.5,483480823
1.61343E+12,2-16-2021,XRP-USDT,0.54987,0.58005,0.48111,0.51995,1153641290,617505050.7
1.61335E+12,2-15-2021,XRP-USDT,0.59217,0.6043,0.50891,0.54976,1222510383,682566427.2
1.61326E+12,2-14-2021,XRP-USDT,0.63309,0.63981,0.56111,0.59211,1010016902,608849180.3
1.61317E+12,2-13-2021,XRP-USDT,0.609,0.64244,0.54306,0.63309,1595483419,966760308.9
1.61309E+12,2-12-2021,XRP-USDT,0.52824,0.61922,0.51871,0.609,1672053608,956721161.4
1.613E+12,2-11-2021,XRP-USDT,0.50422,0.53545,0.49982,0.52806,961402272.2,498922643.6
1.61292E+12,2-10-2021,XRP-USDT,0.47637,0.54224,0.45,0.50429,2024774431,1012450836
1.61283E+12,2-9-2021,XRP-USDT,0.45098,0.49,0.44901,0.47636,1273716203,594781548.3
1.61274E+12,2-8-2021,XRP-USDT,0.41848,0.4692,0.4125,0.45099,1149266957,505332982.5
1.61266E+12,2-7-2021,XRP-USDT,0.44307,0.45089,0.39123,0.41849,1141620049,486363286.1
1.61257E+12,2-6-2021,XRP-USDT,0.45195,0.45688,0.42,0.44307,875771045.9,386022330.3
1.61248E+12,2-5-2021,XRP-USDT,0.44535,0.47222,0.4241,0.45219,1545115910,688979088.8
1.6124E+12,2-4-2021,XRP-USDT,0.39721,0.48159,0.37885,0.44545,2283530913,960323654.5
1.61231E+12,2-3-2021,XRP-USDT,0.37254,0.419,0.37254,0.39721,1388316884,539893636.8
1.61222E+12,2-2-2021,XRP-USDT,0.37123,0.41123,0.3401,0.37254,2091912008,784141246.9
1.61214E+12,2-1-2021,XRP-USDT,0.49516,0.755,0.35928,0.37106,8608358083,4589983779
1.61205E+12,1-31-2021,XRP-USDT,0.44369,0.51,0.385,0.49507,4524657687,2080703862
1.61196E+12,1-30-2021,XRP-USDT,0.2829,0.5178,0.278,0.44372,5872830448,2280599179
1.61188E+12,1-29-2021,XRP-USDT,0.26413,0.31724,0.25915,0.2829,1695844599,482447395.1
1.61179E+12,1-28-2021,XRP-USDT,0.25058,0.27,0.24699,0.26407,496218434,128796097.2
1.61171E+12,1-27-2021,XRP-USDT,0.26837,0.26871,0.24388,0.25039,468085255.1,119454680.5
1.61162E+12,1-26-2021,XRP-USDT,0.26751,0.27095,0.258,0.26834,383692292.1,101956457.8
1.61153E+12,1-25-2021,XRP-USDT,0.27335,0.285,0.26679,0.26757,483145818.4,133188951.4
1.61145E+12,1-24-2021,XRP-USDT,0.27169,0.27798,0.26804,0.27339,353391385.9,96574389.39
1.61136E+12,1-23-2021,XRP-USDT,0.27216,0.28356,0.26545,0.27167,446546595.4,122131855.3
1.61127E+12,1-22-2021,XRP-USDT,0.26786,0.27826,0.24021,0.27217,799861140.3,212058887
1.61119E+12,1-21-2021,XRP-USDT,0.29553,0.30797,0.25992,0.26802,908284050.2,257641399.4
1.6111E+12,1-20-2021,XRP-USDT,0.29395,0.31184,0.28,0.29539,850365454.5,247845672.8
1.61101E+12,1-19-2021,XRP-USDT,0.28529,0.33,0.28396,0.29396,1267033310,385029745.4
1.61093E+12,1-18-2021,XRP-USDT,0.27741,0.28875,0.27144,0.28528,536544377.1,151122037.3
1.61084E+12,1-17-2021,XRP-USDT,0.2792,0.28572,0.26846,0.27746,543053977.8,150338386.6
1.61076E+12,1-16-2021,XRP-USDT,0.27987,0.29666,0.27503,0.27924,749907244.4,213356467.7
1.61067E+12,1-15-2021,XRP-USDT,0.29648,0.30337,0.261,0.27991,844991903.5,240600936
1.61058E+12,1-14-2021,XRP-USDT,0.3057,0.309,0.28334,0.29642,887903603.5,262513956.2
1.6105E+12,1-13-2021,XRP-USDT,0.29241,0.31,0.2848,0.30582,764981853.9,227883372
1.61041E+12,1-12-2021,XRP-USDT,0.28742,0.31003,0.27743,0.29254,1100343591,323719332.7
1.61032E+12,1-11-2021,XRP-USDT,0.31487,0.31627,0.25343,0.28743,1963655152,549762215.5
1.61024E+12,1-10-2021,XRP-USDT,0.32419,0.368,0.28708,0.31491,1717325406,567099789.2
1.61015E+12,1-9-2021,XRP-USDT,0.32049,0.3395,0.30523,0.32419,1177910309,378279817.3
1.61006E+12,1-8-2021,XRP-USDT,0.32389,0.3467,0.28487,0.32032,2029015563,642118744.3
1.60998E+12,1-7-2021,XRP-USDT,0.24856,0.37,0.2453,0.32389,3863585524,1218860818
1.60989E+12,1-6-2021,XRP-USDT,0.22577,0.2745,0.22139,0.24854,1776262975,429156673.6
1.6098E+12,1-5-2021,XRP-USDT,0.23568,0.24269,0.21774,0.22573,1184439077,271653748.9
1.60972E+12,1-4-2021,XRP-USDT,0.2254,0.26091,0.218,0.23565,1518296110,355687350.5
1.60963E+12,1-3-2021,XRP-USDT,0.22064,0.23852,0.215,0.2254,1178158964,263559996.3
1.60955E+12,1-2-2021,XRP-USDT,0.2374,0.23823,0.21084,0.22064,1134029208,256890338.1
1.60946E+12,1-1-2021,XRP-USDT,0.21953,0.25,0.216,0.23746,1490489727,351730366.6
1.60937E+12,12-31-2020,XRP-USDT,0.21133,0.22949,0.20521,0.21959,1391876890,302605100
1.60929E+12,12-30-2020,XRP-USDT,0.22142,0.23665,0.19186,0.21138,2578637039,545797740.3
1.6092E+12,12-29-2020,XRP-USDT,0.24832,0.25167,0.17351,0.22142,4215576309,912641375.4
1.60911E+12,12-28-2020,XRP-USDT,0.28401,0.31,0.2341,0.24845,1547274302,427264401.1
1.60903E+12,12-27-2020,XRP-USDT,0.29484,0.312,0.266,0.28407,1453625832,422815733.7
1.60894E+12,12-26-2020,XRP-USDT,0.3179,0.32723,0.28303,0.29481,1685723999,514901209.8
1.60885E+12,12-25-2020,XRP-USDT,0.33865,0.3855,0.2797,0.31768,3342216004,1115617188
1.60877E+12,12-24-2020,XRP-USDT,0.2605,0.3778,0.24003,0.33863,3822010235,1078318897
1.60868E+12,12-23-2020,XRP-USDT,0.44636,0.44842,0.21164,0.2605,4553848887,1486807317
1.6086E+12,12-22-2020,XRP-USDT,0.51469,0.52213,0.40215,0.44642,1509931701,702363072.8
1.60851E+12,12-21-2020,XRP-USDT,0.55576,0.56935,0.49825,0.51445,593235772.1,317815563.9
1.60842E+12,12-20-2020,XRP-USDT,0.57692,0.58658,0.5287,0.55586,544352722.1,310455066.2
1.60834E+12,12-19-2020,XRP-USDT,0.58335,0.60377,0.56588,0.57666,614731783.6,358870636.7
1.60825E+12,12-18-2020,XRP-USDT,0.57685,0.61346,0.55101,0.58337,970255895.5,562936094.7
1.60816E+12,12-17-2020,XRP-USDT,0.56938,0.65852,0.5358,0.5769,1801379928,1061411735
1.60808E+12,12-16-2020,XRP-USDT,0.46793,0.57477,0.43722,0.56941,1249912571,618850157.5
1.60799E+12,12-15-2020,XRP-USDT,0.49737,0.50715,0.46433,0.46793,514053464.1,247959761.4
1.6079E+12,12-14-2020,XRP-USDT,0.51366,0.51852,0.48901,0.4974,375701995,188157112
1.60782E+12,12-13-2020,XRP-USDT,0.50658,0.5278,0.4855,0.51365,602985171.9,307920815.1
1.60773E+12,12-12-2020,XRP-USDT,0.54847,0.55102,0.48521,0.50658,997933196.6,515199855.3
1.60764E+12,12-11-2020,XRP-USDT,0.57267,0.58697,0.52594,0.54945,952325951.7,529070040.4
1.60756E+12,12-10-2020,XRP-USDT,0.58284,0.58848,0.55318,0.57267,558676539.1,319869975.2
1.60747E+12,12-9-2020,XRP-USDT,0.55897,0.60544,0.50383,0.58265,927273510.3,510964260.5
1.60739E+12,12-8-2020,XRP-USDT,0.60822,0.61048,0.55,0.5589,500942717,293197052.3
1.6073E+12,12-7-2020,XRP-USDT,0.62096,0.624,0.59084,0.60818,386644252.1,235094193.7
1.60721E+12,12-6-2020,XRP-USDT,0.58516,0.62801,0.57907,0.62107,639023167.7,387889035.5
1.60713E+12,12-5-2020,XRP-USDT,0.55355,0.59628,0.54833,0.58517,432888774.1,250932396.5
1.60704E+12,12-4-2020,XRP-USDT,0.63046,0.6342,0.54253,0.55367,662141348,389782264.9
1.60695E+12,12-3-2020,XRP-USDT,0.62969,0.6418,0.6149,0.63046,392655662.9,246271840.1
1.60687E+12,12-2-2020,XRP-USDT,0.6113,0.6368,0.59455,0.62972,593876086.8,365585853.3
1.60678E+12,12-1-2020,XRP-USDT,0.66378,0.681,0.56401,0.61088,1075049125,686847842.1
1.60669E+12,11-30-2020,XRP-USDT,0.60543,0.6791,0.59881,0.66417,1178919882,753345635.3
1.60661E+12,11-29-2020,XRP-USDT,0.62573,0.637,0.58285,0.60543,857628664.8,524064378.1
1.60652E+12,11-28-2020,XRP-USDT,0.5625,0.64888,0.5387,0.62579,1276241319,765827539
1.60644E+12,11-27-2020,XRP-USDT,0.53649,0.58669,0.50345,0.5623,1241200700,673153678.1
1.60635E+12,11-26-2020,XRP-USDT,0.63024,0.652,0.456,0.53654,2334291327,1245423133
1.60626E+12,11-25-2020,XRP-USDT,0.69399,0.725,0.58405,0.63022,1690578550,1118433083
1.60618E+12,11-24-2020,XRP-USDT,0.61562,0.78068,0.56777,0.694,2884741162,1926961549
1.60609E+12,11-23-2020,XRP-USDT,0.44592,0.61984,0.43232,0.61579,1851054400,962347929.3
1.606E+12,11-22-2020,XRP-USDT,0.46283,0.49659,0.40155,0.44611,1873986910,840784018
1.60592E+12,11-21-2020,XRP-USDT,0.32993,0.4695,0.32929,0.46283,1667089858,665185391.4
1.60583E+12,11-20-2020,XRP-USDT,0.30356,0.33091,0.29679,0.32991,484828433.3,151151000.1
1.60574E+12,11-19-2020,XRP-USDT,0.29333,0.30659,0.284,0.30358,361076482.2,107051451.9
1.60566E+12,11-18-2020,XRP-USDT,0.30247,0.30818,0.28055,0.29335,488657752.7,143882252
1.60557E+12,11-17-2020,XRP-USDT,0.28814,0.305,0.28722,0.30247,529073040.7,158066984.8
1.60548E+12,11-16-2020,XRP-USDT,0.26957,0.28998,0.26737,0.28813,321242912.3,89951174.77
1.6054E+12,11-15-2020,XRP-USDT,0.26829,0.27677,0.26405,0.26954,224828544.8,61029873.41
1.60531E+12,11-14-2020,XRP-USDT,0.26587,0.2777,0.26128,0.26824,319194414.6,85844084.31
1.60523E+12,11-13-2020,XRP-USDT,0.2549,0.2659,0.2535,0.2659,193021203.1,50106120.78
1.60514E+12,11-12-2020,XRP-USDT,0.25581,0.25818,0.2525,0.2549,139776053.7,35653157.51
1.60505E+12,11-11-2020,XRP-USDT,0.25379,0.26,0.25209,0.25581,155421758.6,39896988.27
1.60497E+12,11-10-2020,XRP-USDT,0.25058,0.265,0.24806,0.2538,250018160.4,64042649.83
1.60488E+12,11-9-2020,XRP-USDT,0.25368,0.2562,0.24557,0.25059,161129039,40400329.7
1.60479E+12,11-8-2020,XRP-USDT,0.24913,0.25701,0.24724,0.25374,119757768.6,30293017.54
1.60471E+12,11-7-2020,XRP-USDT,0.2586,0.26733,0.24419,0.2491,263707018,67744770.6
1.60462E+12,11-6-2020,XRP-USDT,0.24569,0.2614,0.24508,0.25863,289253502.7,73660073.77
1.60453E+12,11-5-2020,XRP-USDT,0.23759,0.24743,0.23712,0.24561,220616913.3,53398705.88
1.60445E+12,11-4-2020,XRP-USDT,0.2396,0.24045,0.23213,0.23758,175258053.1,41444809.32
1.60436E+12,11-3-2020,XRP-USDT,0.23526,0.24425,0.22772,0.2396,213624345.8,50432667.45
1.60428E+12,11-2-2020,XRP-USDT,0.23999,0.2452,0.23264,0.23523,130300920.1,30969679.63
1.60419E+12,11-1-2020,XRP-USDT,0.2396,0.24138,0.23648,0.23999,64775047.6,15489254.78
1.6041E+12,10-31-2020,XRP-USDT,0.23906,0.24351,0.23743,0.23968,84576060.9,20324011.51
1.60402E+12,10-30-2020,XRP-USDT,0.24232,0.24402,0.23057,0.23905,133423159.8,31703289.82
1.60393E+12,10-29-2020,XRP-USDT,0.2454,0.24702,0.2396,0.24239,127858202.6,31205978.46
1.60384E+12,10-28-2020,XRP-USDT,0.25273,0.25666,0.2444,0.2454,152758067.2,38044417.44
1.60376E+12,10-27-2020,XRP-USDT,0.24811,0.25398,0.24743,0.25273,125197460.4,31443502.82
1.60367E+12,10-26-2020,XRP-USDT,0.25313,0.2591,0.24341,0.2481,153008505.9,38536423.23
1.60358E+12,10-25-2020,XRP-USDT,0.2562,0.25714,0.25105,0.25313,70096933.8,17779246.31
1.6035E+12,10-24-2020,XRP-USDT,0.25472,0.25763,0.25253,0.2562,71861131.8,18346177.89
1.60341E+12,10-23-2020,XRP-USDT,0.25703,0.25921,0.25005,0.25471,145732428.5,37255585.13
1.60332E+12,10-22-2020,XRP-USDT,0.2508,0.26357,0.25077,0.25709,262479836.1,67897774.18
1.60324E+12,10-21-2020,XRP-USDT,0.24324,0.25555,0.24249,0.25088,213403919.3,53312284.35
1.60315E+12,10-20-2020,XRP-USDT,0.24557,0.25039,0.2411,0.24322,142586108.2,34925003.95
1.60307E+12,10-19-2020,XRP-USDT,0.2422,0.24945,0.24011,0.24558,144261234.7,35439791.43
1.60298E+12,10-18-2020,XRP-USDT,0.24059,0.24362,0.24005,0.24221,59622713.2,14427329.7
1.60289E+12,10-17-2020,XRP-USDT,0.24014,0.24329,0.23853,0.24057,76204228.7,18367534.83
1.60281E+12,10-16-2020,XRP-USDT,0.24584,0.24787,0.2375,0.24011,149640393,36128367.83
1.60272E+12,10-15-2020,XRP-USDT,0.24906,0.25014,0.24287,0.24596,157801611,38896100.05
1.60263E+12,10-14-2020,XRP-USDT,0.25658,0.2584,0.24593,0.24906,200090976.7,50509873.51
1.60255E+12,10-13-2020,XRP-USDT,0.25602,0.25997,0.25267,0.2565,232496747.4,59570256.08
1.60246E+12,10-12-2020,XRP-USDT,0.25545,0.25826,0.24732,0.25603,225658413.6,57452750.35
1.60237E+12,10-11-2020,XRP-USDT,0.25401,0.25842,0.25321,0.25544,129208149.4,33068068.22
1.60229E+12,10-10-2020,XRP-USDT,0.25293,0.26071,0.25265,0.25402,165954957.2,42523830.3
1.6022E+12,10-9-2020,XRP-USDT,0.25141,0.25665,0.24935,0.25293,192476557.6,48500548.31
1.60212E+12,10-8-2020,XRP-USDT,0.24871,0.25297,0.24206,0.25141,197900153.1,49015452.56
1.60203E+12,10-7-2020,XRP-USDT,0.24549,0.25141,0.24077,0.2487,177097434.2,43649107.3
1.60194E+12,10-6-2020,XRP-USDT,0.25034,0.25932,0.24021,0.24545,378003616.4,94929219.47
1.60186E+12,10-5-2020,XRP-USDT,0.24794,0.25442,0.24628,0.2503,228844024.4,57235368.6
1.60177E+12,10-4-2020,XRP-USDT,0.23274,0.25024,0.23159,0.24794,157014929.5,37951261.27
1.60168E+12,10-3-2020,XRP-USDT,0.23387,0.23499,0.23254,0.23273,59902666.5,13997096.95
1.6016E+12,10-2-2020,XRP-USDT,0.23813,0.23937,0.22829,0.23386,146884020.3,34176222.85
1.60151E+12,10-1-2020,XRP-USDT,0.24172,0.24452,0.23372,0.23819,127335773.7,30495397.26
1.60142E+12,9-30-2020,XRP-USDT,0.24286,0.24289,0.2375,0.24171,101266167.8,24347238.79
1.60134E+12,9-29-2020,XRP-USDT,0.2411,0.24662,0.2383,0.24285,109204653.3,26469745.14
1.60125E+12,9-28-2020,XRP-USDT,0.24329,0.24851,0.23979,0.24107,121590934.4,29741294.96
1.60116E+12,9-27-2020,XRP-USDT,0.24147,0.24474,0.23729,0.24334,91772023.9,22146900.09
1.60108E+12,9-26-2020,XRP-USDT,0.24154,0.24568,0.23764,0.24153,113365429.6,27432232.22
1.60099E+12,9-25-2020,XRP-USDT,0.23277,0.24477,0.2295,0.24154,146717481.1,34780905.37
1.60091E+12,9-24-2020,XRP-USDT,0.22164,0.23401,0.21944,0.23276,173682650.7,39352163.15
1.60082E+12,9-23-2020,XRP-USDT,0.23301,0.2352,0.22017,0.22164,148246113.4,34012112.73
1.60073E+12,9-22-2020,XRP-USDT,0.23104,0.23459,0.22916,0.23302,113084575.2,26224389.79
1.60065E+12,9-21-2020,XRP-USDT,0.24657,0.24809,0.22915,0.23102,232559544.3,55501544.15
1.60056E+12,9-20-2020,XRP-USDT,0.25112,0.25125,0.2423,0.24652,100830684.4,24906611.32
1.60047E+12,9-19-2020,XRP-USDT,0.25065,0.25497,0.24733,0.25112,94380999.1,23685321.04
1.60039E+12,9-18-2020,XRP-USDT,0.25208,0.25522,0.2463,0.25065,123918267.6,31139489.42
1.6003E+12,9-17-2020,XRP-USDT,0.24682,0.2586,0.24601,0.25214,195903905.1,49350788.13
1.60021E+12,9-16-2020,XRP-USDT,0.24331,0.25117,0.2341,0.24686,155437121.5,37716252.84
1.60013E+12,9-15-2020,XRP-USDT,0.24562,0.2494,0.24225,0.24331,123397806.3,30328603.08
1.60004E+12,9-14-2020,XRP-USDT,0.24214,0.2484,0.23901,0.24564,128679809.9,31519192.26
1.59996E+12,9-13-2020,XRP-USDT,0.24749,0.2535,0.23757,0.24218,134508183.7,32977928.09
1.59987E+12,9-12-2020,XRP-USDT,0.24252,0.24879,0.24019,0.24752,90026751.2,21958265.41
1.59978E+12,9-11-2020,XRP-USDT,0.24302,0.2444,0.23683,0.24252,102995486.8,24851112.71
1.5997E+12,9-10-2020,XRP-USDT,0.239,0.24871,0.23878,0.24302,150794017.7,36881926
1.59961E+12,9-9-2020,XRP-USDT,0.23658,0.24278,0.23303,0.23901,120931648.7,28868110.37
1.59952E+12,9-8-2020,XRP-USDT,0.24202,0.24365,0.2312,0.23657,185386436.1,43907960.32
1.59944E+12,9-7-2020,XRP-USDT,0.23987,0.24292,0.22962,0.24198,217149074.3,51478872.45
1.59935E+12,9-6-2020,XRP-USDT,0.23737,0.24358,0.22937,0.23986,245971020.2,58474242.64
1.59926E+12,9-5-2020,XRP-USDT,0.25385,0.25951,0.231,0.23738,343014820.3,83561833.05
1.59918E+12,9-4-2020,XRP-USDT,0.24404,0.26582,0.24012,0.25385,347276927.6,87432536.78
1.59909E+12,9-3-2020,XRP-USDT,0.27594,0.2765,0.238,0.24409,375303316.2,98000534.92
1.599E+12,9-2-2020,XRP-USDT,0.29515,0.304,0.2622,0.27595,367857288.9,104193607.5
1.59892E+12,9-1-2020,XRP-USDT,0.28115,0.29884,0.27574,0.29521,292160051.6,85019226.05
1.59883E+12,8-31-2020,XRP-USDT,0.28302,0.2845,0.27804,0.28115,164541572.9,46334854.98
1.59875E+12,8-30-2020,XRP-USDT,0.27375,0.28389,0.27375,0.28302,157541548,43985400.05
1.59866E+12,8-29-2020,XRP-USDT,0.27166,0.27685,0.26865,0.2738,120917456.4,33040428.37
1.59857E+12,8-28-2020,XRP-USDT,0.26478,0.2732,0.26,0.27174,161315866.7,43178213.04
1.59849E+12,8-27-2020,XRP-USDT,0.27645,0.27833,0.25453,0.26469,271350415.9,72352751.67
1.5984E+12,8-26-2020,XRP-USDT,0.27628,0.28078,0.2739,0.27653,153029000.5,42419994.1
1.59831E+12,8-25-2020,XRP-USDT,0.2884,0.28959,0.27,0.27625,234190707.5,65341936.08
1.59823E+12,8-24-2020,XRP-USDT,0.2848,0.292,0.28224,0.2884,163849857.2,47142715.93
1.59814E+12,8-23-2020,XRP-USDT,0.28589,0.28808,0.27698,0.2848,147758018.4,41797800.64
1.59805E+12,8-22-2020,XRP-USDT,0.27935,0.28663,0.2733,0.28592,200686126.8,56060954
1.59797E+12,8-21-2020,XRP-USDT,0.29217,0.29585,0.27671,0.27933,295142831.1,84779306.02
1.59788E+12,8-20-2020,XRP-USDT,0.28969,0.29465,0.28431,0.29218,217335773,63110464.11
1.5978E+12,8-19-2020,XRP-USDT,0.3025,0.30616,0.27809,0.28975,390658603.2,113932105.8
1.59771E+12,8-18-2020,XRP-USDT,0.31535,0.32156,0.29614,0.30251,406775389.7,125998018.7
1.59762E+12,8-17-2020,XRP-USDT,0.3046,0.32689,0.29702,0.31539,598471473.5,187018369.3
1.59754E+12,8-16-2020,XRP-USDT,0.2989,0.3048,0.29186,0.30455,272817352.5,81578876.76
1.59745E+12,8-15-2020,XRP-USDT,0.29995,0.30537,0.2907,0.29884,323612283.2,96907524.07
1.59736E+12,8-14-2020,XRP-USDT,0.2942,0.3073,0.28918,0.29995,419013955.8,124939231.6
1.59728E+12,8-13-2020,XRP-USDT,0.28233,0.29561,0.27243,0.2942,343559052.2,96909703.27
1.59719E+12,8-12-2020,XRP-USDT,0.28308,0.28737,0.27139,0.28233,301659248.8,84822358.72
1.5971E+12,8-11-2020,XRP-USDT,0.29468,0.30736,0.26727,0.2831,454328410,132691665.3
1.59702E+12,8-10-2020,XRP-USDT,0.28792,0.30008,0.28301,0.29469,357730182,105174273.4
1.59693E+12,8-9-2020,XRP-USDT,0.29532,0.29839,0.28215,0.2879,194741043.2,56426495.73
1.59684E+12,8-8-2020,XRP-USDT,0.29444,0.2987,0.2898,0.29527,180632239.2,53160920.89
1.59676E+12,8-7-2020,XRP-USDT,0.30309,0.31037,0.27936,0.29437,350058017.3,104613031.2
1.59667E+12,8-6-2020,XRP-USDT,0.30233,0.31126,0.29722,0.30311,315511639.9,95740810.48
1.59659E+12,8-5-2020,XRP-USDT,0.30137,0.30813,0.2908,0.30228,377922454.8,113786682.7
1.5965E+12,8-4-2020,XRP-USDT,0.31008,0.31926,0.29038,0.30138,523509311,159903257.9
1.59641E+12,8-3-2020,XRP-USDT,0.28809,0.31999,0.28357,0.31016,661998402.4,202645747.2
1.59633E+12,8-2-2020,XRP-USDT,0.29089,0.32628,0.2476,0.28803,1089709099,319783013.6
1.59624E+12,8-1-2020,XRP-USDT,0.25938,0.29739,0.25557,0.29089,698526256.7,192372370.2
1.59615E+12,7-31-2020,XRP-USDT,0.24407,0.26042,0.24158,0.25939,295712939.1,73781607.94
1.59607E+12,7-30-2020,XRP-USDT,0.24323,0.24954,0.233,0.24408,339560922.2,82500395.92
1.59598E+12,7-29-2020,XRP-USDT,0.23031,0.25,0.22919,0.24327,423604274.8,101932061
1.59589E+12,7-28-2020,XRP-USDT,0.22445,0.23476,0.217,0.23029,348097855.6,78508822.19
1.59581E+12,7-27-2020,XRP-USDT,0.21528,0.23,0.20861,0.22437,358365289.2,78837943.67
1.59572E+12,7-26-2020,XRP-USDT,0.21462,0.22499,0.21255,0.21532,277074358,60582099.79
